Airport,Latitude,Longitude,Country
WUH,30.784,114.208,CHINA
WUS,27.7019,118.001,CHINA
WUT,38.5975,112.9692,CHINA
WUX,31.4944,120.429,CHINA
WUZ,23.4567,111.248,CHINA
WXN,30.8017,108.433,CHINA
XAI,32.5421,114.08,CHINA
XAP,-27.134,-52.656,BRAZIL
XBJ,32.896,59.276,IRAN
XCR,48.7733,4.2061,FRANCE
XFN,32.1506,112.291,CHINA
XFW,53.535,9.835,GERMANY
XIC,27.989,102.184,CHINA
XIL,43.9156,115.964,CHINA
XIY,34.446,108.752,CHINA
XJD,25.1173,51.315,QATAR
XMN,24.544,118.127,CHINA
XNA,36.2819,-94.3068,USA
XNN,36.5275,102.043,CHINA
XRY,36.744,-6.06,SPAIN
XSP,1.417,103.867,SINGAPORE
XUZ,34.0591,117.5553,CHINA
YAK,59.503,-139.66,USA
YAM,46.485,-84.509,CANADA
YAP,9.499,138.082,MICRONESIA
YBG,48.331,-70.996,CANADA
YBP,28.8006,104.545,CHINA
YCD,49.052,-123.87,CANADA
YCU,35.1164,111.0314,CHINA
YDF,49.211,-57.391,CANADA
YDT,49.0742,-123.012,CANADA
YEG,53.31,-113.58,CANADA
YEI,40.25,29.56,TURKEY
YES,30.7005,51.5451,IRAN
YFB,63.756,-68.556,CANADA
YFC,45.869,-66.532,CANADA
YFI,57.2758,-110.9767,USA
YGJ,35.492,133.236,JAPAN
YHM,43.173,-79.935,CANADA
YHU,45.517,-73.417,CANADA
YHZ,44.881,-63.509,CANADA
YIA,-7.9003,110.0591,INDONESIA
YIC,27.8025,114.3062,CHINA
YIH,30.5566,111.48,CHINA
YIN,43.9558,81.3303,CHINA
YIP,42.238,-83.53,USA
YIW,29.3447,120.032,CHINA
YJT,48.544,-58.55,CANADA
YKF,43.459,-80.384,CANADA
YKH,40.5425,122.3586,CHINA
YKM,46.5682,-120.544,USA
YKO,37.55,44.26,TURKEY
YKS,62.093,129.771,RUSSIA
YKZ,43.862,-79.37,CANADA
YLW,49.956,-119.378,CANADA
YLY,49.1008,-122.631,CANADA
YMM,56.653,-111.222,CANADA
YMO,51.291,-80.608,CANADA
YMX,45.68,-74.039,CANADA
YNB,24.144,38.063,SAUDI ARABIA
YND,45.521,-75.564,CANADA
YNG,41.261,-80.679,USA
YNJ,42.8828,129.451,CHINA
YNT,37.402,121.372,CHINA
YNY,38.0613,128.669,SOUTH KOREA
YNZ,33.4258,120.2031,CHINA
YOO,43.9228,-78.895,CANADA
YOW,45.323,-75.669,CANADA
YQB,46.788,-71.398,CANADA
YQG,42.276,-82.956,CANADA
YQM,46.112,-64.679,CANADA
YQQ,49.711,-124.887,CANADA
YQR,50.432,-104.666,CANADA
YQT,48.372,-89.324,CANADA
YQU,55.18,-118.885,CANADA
YQX,48.937,-54.568,CANADA
YQY,46.161,-60.048,CANADA
YRB,74.717,-94.969,CANADA
YRQ,46.3528,-72.6794,CANADA
YSC,45.438,-71.691,CANADA
YTY,32.5634,119.7198,CHINA
YTZ,43.627,-79.396,CANADA
YUL,45.468,-73.741,CANADA
YUM,32.656,-114.606,USA
YUS,32.8364,97.0364,CHINA
YVR,49.195,-123.182,CANADA
YWG,49.91,-97.234,CANADA
YXE,52.171,-106.7,CANADA
YXJ,56.238,-120.74,CANADA
YXS,53.889,-122.679,CANADA
YXU,43.036,-81.154,CANADA
YXX,49.025,-122.363,CANADA
YXY,60.709,-135.068,CANADA
YYA,29.313,113.2771,CHINA
YYC,51.114,-114.02,CANADA
YYG,46.29,-63.121,CANADA
YYJ,48.647,-123.426,CANADA
YYQ,58.739,-94.065,CANADA
YYR,53.319,-60.426,CANADA
YYT,47.619,-52.752,CANADA
YYZ,43.677,-79.631,CANADA
YZF,62.463,-114.44,CANADA
YZY,38.8019,100.675,CHINA
ZAD,44.108,15.347,CROATIA
ZAG,45.743,16.069,CROATIA
ZAH,29.476,60.906,IRAN
ZAL,-39.65,-73.086,CHILE
ZAM,6.922,122.059,PHILIPPINES
ZAT,27.3256,103.755,CHINA
ZAZ,41.666,-1.041,SPAIN
ZCO,-38.769,-72.636,CHILE
ZHA,21.2144,110.358,CHINA
ZHY,37.5731,105.1545,CHINA
ZIA,55.5533,38.15,RUSSIA
ZIH,17.601,-101.46,MEXICO
ZLO,19.145,-104.559,MEXICO
ZNA,49.1833,-123.95,CANADA
ZNE,-23.4178,119.803,AUSTRALIA
ZNZ,-6.222,39.225,TANZANIA
ZOS,-40.611,-73.06,CHILE
ZQN,-45.021,168.739,NEW ZEALAND
ZQZ,40.7386,114.93,CHINA
ZRH,47.465,8.549,SWITZERLAND
ZSA,24.063,-74.524,BAHAMAS
ZSE,-21.321,55.425,REUNION ISLAND
ZTH,37.75,20.882,GREECE
ZUH,22.0064,113.376,CHINA
ZYI,27.5895,107.0007,CHINA
ZYL,24.963,91.867,BANGLADESH
BER,52.3648,13.5113,GERMANY
HLE,-15.963,-5.649,SAINT HELENA
ASI,-7.9678,-14.4054,SAINT HELENA
CAT,38.73,-9.36,PORTUGAL
ASC,-15.93,-63.16,BOLIVIA
CBD,9.16,92.82,INDIA
EGS,65.28,14.41,ICELAND
HOI,-18.06,-140.96,FRENCH POLYNESIA
UAK,61.16,-45.42,GREENLAND
